psraid,sample,segment,int_date,lang,comp,version,stz,scregion,sstate,susr,stimes,filtera,filterb,filterc.1,filterc.2,llitext0,qs1,q1,q2,qp1,sex,qm1,qm2,q2x,qp1a,chage1,chsex,chage2,chage3,chage4,chage5,qp2,q3,q4,qe3,q7,q8,q12,q15,q21a,q21b,q21c,q21d,q21e,q22,q23a,q23b,q23c,q23d,q23e,q24,q29a,q29b,q29c,q29d,q30,q31,q33,q34,q35a,q35b,q35c,q35d,q35e,qe5,q40,q41am1,q41am2,q41am3,q41c,q42m1,q42m2,q42m3,q42m4,q43,q44a,q44b,q44c,q49a,q49b,q49c,q49d,q49e,q50,q52,q54a,q54b,q54c,q54d,q54e,q54f,q54g,q54h,q57,q58,q62,q63,q65a,q65b,q65c,q67a,q67b,q68a,q68b,q68c,q68d,q68e,q7486ord,q74a,q74b,q74c,q77,q79,q80,q81a,q81b,q81c,q86a,q86b,q86c,q86d,q86e,q86f,q86g,q90,q92a,q92b,q93,q94a,q94b,q94c,age,qm3,fam3a,fam3b,fam3c,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,relig,chr,born,attend,q95,q96,income,party,partyln,ideo,hh1,hh3,ownrent,ql1,ql1a,qc1,raceos,religos,origraceos,usr,cregion,state,density,partysum,partyideo,child,recage,racethn,racethn2,racecmb,recage2,iphoneuse,hphoneuse,adults,parents,kids,ll,cp,wt1,utweight,weight
206793,2,2,101115,1,1,5,E,3,24,,5, , ,2,3, ,2,2,1,1,2,1, ,3,3, , ,2,1,0,1,3,2,3,1,1,1,3,1,1, ,3,2,2,2,1,1,1,1,1,2,2,2,2,2,1,3,1,1,3,1,3,1,1,1,2,1, , ,1,1, , , , ,12,8,12,1,1,1,3,3,2,1,2,2,2,2,2,1,1,1,4,3,2,1,1,2,3,4,2,2,2,2,4,1,2, , , , , , , , , ,1,1,2,2,2,2, ,2,1,1,1,1,1,1,33, , , ,2,7,2,1, , , , ,13, ,2,3,3,3,8,3,2,3,5,2,1, , ,2,,,,U,3,24,4,2,3,3,2,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,1.17,4.5
206803,2,2,101215,1,1,5,C,2,20,,6, ,3, , , ,2,1,1,1,2,1, ,2,3, , ,0,1,2,2,3,2,1,2,2,2,3,1,2, ,2,2,2,2,1,1,2,2,1,1,2,1,3,2,1,3,2,1,1,1,2,3,1,1,2,1,5, ,1, , , , , ,10,6,15,3,3,3,4,3,2,1,2,1,2,1,1,2,1,1, ,2,1,2,2,3,1,1,1,2, ,2,4,1, , , , , , , , , , ,1,1,1,1,2,1,2,2,1,2,2,1,1,1,49, , , ,1,8,2,1, , , , ,1, ,2,5,3,1,9,3,1,4,5,2,1, , ,1,,,,U,2,20,4,1,3,3,5,1,1,1,2,2,2,2,2,3,1,1,0.683796174408227,0.37,1.423076923076923
206817,2,2,101115,1,1,5,E,1,34,,5, ,3, , , ,2,3,1,1,1,1, ,3,2, , ,0,0,2,2,2,2,4,2,2,2,2,1,1, ,1,1,1,4,1,1,1,1,1,3,3,1,3,1,2,3,1,3,2,2,2,1,3,3,1,1, , ,1, , , , , ,14,13,98,1,4,4,4,2,4,2,2,1,2,2,1,3,1,2, ,3,2,2,2,2,1,2,1,3, ,1,4,1, , , , , , , , , , ,1,1,2,2,2,1,1,2,1,1,1,1,1,1,45, , ,1, ,3,2,2, , , , ,1, ,1,6, , ,4,3,2,4,9,7,2, , ,1,,,,U,1,34,4,2,3,99,5,2,2,2,2,2,2,3,2,2,1,1,0.683796174408227,0.87,3.346153846153846
206822,2,2,101115,1,1,5,E,1,36,,6, ,2, , , ,2,1,2,1,2,1, ,3,1,15,2, , , ,0,2,1,2,1,3,2,3,1,1, ,2,2,3,1,1,2,1,3,1,2,2,2,3,3,2,3,2,1,1,1,1,3,1,1,2,1, , ,1, , , , , ,12,6,10,1,1,1,4,2,2,3,3,2,2,2,2,3,1,2, ,2,1,1,1,2,1,4,2,3, ,2,3,1, , , , , , , , , , ,2,2,1,2,2,2,1, ,1,1,1,1,1,2,50, ,1, , ,6,2,1, , , , ,1, ,1,1,2,1,6,3,1,2,6,5,1, , ,1,,,,S,1,36,3,1,3,1,6,1,1,1,3,2,2,3,2,1,1,1,0.683796174408227,0.35,1.346153846153846
206857,2,2,101115,1,1,5,E,1,42,,5, ,3, , , ,2,2,2,1,1,1, ,3,3, , ,0,0,3,2,1,3,2,1,3,1,2,2,1, ,4,1,1,2,1,1,1,1,1,3,1,1,3,2,2,1,2,3,2,3,3,3,3,1,3,1, , ,1, , , , , ,14,12,16,2,2,3,4,4,3,3,1,1,2,1,2,2,1,1, ,9,2,1,1,2,1,2,2,3, ,2,4,1, , , , , , , , , , ,2,1,1,1,2,2,1,1,1,2,2,1,1,2,53, , , ,1,6,2,1, , , , ,2, ,2,2,3,3,6,1, ,2,5,2,2, , ,1,,,,S,1,42,3,1,1,3,6,1,1,1,3,2,2,2,2,3,1,1,0.683796174408227,0.28,1.076923076923077
206904,2,2,101115,1,1,5,C,3,47,,5,1, , , , ,2,2,1,1,1,1, ,3,1,1,1, , , ,0,3,1,2,1,5,1,2,1,1, ,1,1,1,1,2,1,2,9,3,1,1,1,3,3,2, ,2,1,2,1,3,2,2,3, , , , , , , , , ,3,12,16,18,1,4,4,4,2,4, ,1,1,1,1,1,9,1,1,3, ,1, ,2,1,1,2,1,4,2,2,1,1, ,2,2,2,5,1,2, , , , , , , , , , , , , , , , , ,30, ,2, , ,5,2,1, , , , ,2, ,1,2, , ,3,3,2,5,3,2,2, , ,2,,,,U,3,47,4,2,3,1,2,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,1.96,7.538461538461538
206981,2,2,101215,1,1,5,E,2,26,,6, ,3, , , ,2,2,2,1,1,1, ,2,2, , ,0,0,2,2,3,2,1,1,1,1,3,1,1, ,3,1,1,1,2,2,1,1,1,2,1,1,3,3,2,3,2,3,3,3,1,3,3,1,2,1, , ,2, , , , , ,13,10,13,1,3,1,4,4,3,3,2,2,2,2,2,2,1,2, ,1,1,2,1,2,2,1,3,2, ,1,4,1, , , , , , , , , , ,1,1,1,1,1,1,2,2,1,1,1,1,2,1,49, , ,1, ,6,2,1, , , , ,1, ,2,4,3,1,9,3,2,3,4,2,1, , ,1,,,,S,2,26,4,2,3,2,5,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.59,2.269230769230769
206993,2,2,101215,1,1,5,E,3,47,,5, ,2, , , ,2,2,1,1,2,3, , ,1,11,2, , , ,0,3,2,2,1,4,1,2,1, ,1,1,1,2,2,1,1,1,3,1,1,2,3,1,1,1,3,1,1,1,1,1,1, , ,1,5, , , , , , , , ,11,5,11, ,1,1,3,1,1,3,1,1,2,1,2,1,1,1, ,3,1,2,2,1,1,2,3,2, ,1,4,1, , , , , , , , , , ,1,1,2,2,1,1, ,1,1,1,2,1,1,2,41,3, , , ,8,2,1, , , , ,12, , ,5, , ,5,3,2,5,2,1,1, , ,2,,,,S,3,47,3,2,3,1,4,1,1,1,2,3,3,1,1,1,0,1,1.534390825668926,1.44,5.538461538461538
207009,2,2,101215,1,1,5,E,1,34,,5, ,3, , , ,2,2,1,1,2,1, ,2,4, , ,0,2,2,2,3,1,3,1,1,1,3,1,3, ,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,3,3,1,1,1,1,1,1,1, , ,1, , , , , ,12,97,13,3,3,3,4,4,2,4,1,1,2,2,1,1,1,1, ,3,1,1,2,3,1,2,3,2, ,2,4,1, , , , , , , , , , ,2,1,1,1,2,1,1,2,1,1,1,1,2,1,42, , , ,2,5,2,1, , , , ,2, ,2,3,1,1,8,3,1,9,6,2,2, , ,1,,,,S,1,34,3,1,3,4,4,1,1,1,2,2,2,2,2,3,1,1,0.683796174408227,0.72,2.769230769230769
207039,2,2,101215,1,1,5,C,2,31,,7, ,3, , , ,2,2,2,1,2,1, ,3,2, , ,0,2,0,2,3,2,2,1,3,3,3,1,1, ,2,1,1,2,1,2,2,3,1,2,2,3,3,2,2,3,2,1,1,1,3,1,1,1,2,5, , , , , , , , ,12,8,12,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2, ,3,1,1,2,2,2,3,1,2, ,1,4,1, , , , , , , , , , ,1,1,2,2,2,1, ,1,1,1,1,1,2,1,38, , ,1, ,8,2,1, , , , ,10, , ,5,3,1,8,2, ,4,4,2,1, , ,1,,,,U,2,31,2,2,5,2,3,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.72,2.769230769230769
207041,2,2,101215,1,1,5,C,2,19,,7, ,3, , , ,2,2,1,1,2,1, ,2,3, , ,0,2,1,2,3,2,1,1,1,2,2,2,1, ,1,1,1,2,1,3,1,3,1,1,2,2,3,2,2,3,2,3,1,1,1,1,1,1,2,1, , ,1, , , , , ,8,5,9,3,2,1,3,2,2,1,1,2,2,2,2,2,1,2, ,1,1,2,1,3,2,3,1,1, ,1,4,1, , , , , , , , , , ,1,1,1,1,2,1,2,2,1,1,4,1,2,1,45, , , ,1,6,2,1, , , , ,1, ,1,2,2,3,9,3,1,3,5,2,1, , ,1,,,,S,2,19,1,1,3,3,5,1,1,1,2,2,2,2,2,3,1,1,0.683796174408227,0.3,1.1538461538461537
207044,2,2,101215,1,1,5,E,1,36,,6,3, , , , ,2,1,2,1,1,1, ,2,3, , ,3,0,0,0,3,1,1,1,2,1,3,1,1, ,1,2,2,2,1,1,1,1,1,2,2,1,2,3,2, ,1,1,1,3,3,3,3,3, , , , , , , , , ,1,10,6,13,1,2,2,4,3,2, ,2,1,2,1,2,1,1,1,3, ,1, ,1,3,2,2,3,1,2,1,4,1, ,1,1,2,1,1,1,1,1,1, , , , , , , , , , , , , , ,40, , , ,1,8,2,1, , , , ,2, ,2,2, , ,8,3,1,3,5,2,1, , ,1,,,,U,1,36,4,1,3,3,4,1,1,1,2,2,2,2,2,3,1,1,0.683796174408227,0.52,2
207048,2,2,101215,1,1,5,C,2,27,,6, ,3, , , ,2,2,2,1,1,1, ,3,2, , ,0,2,0,2,3,2,2,1,1,3,3,1,2, ,2,3,3,1,1,1,1,2,1,2,2,2,3,3,2,3,1,3,2,2,3,3,3,3,2,1, , ,1, , , , , ,8,6,8,1,2,3,4,4,2,1,1,2,2,2,1,1,1,2, ,3,1,2,2,2,2,3,3,2, ,2,3,2, , , , , , , , , , ,1,1,1,2,1,2, ,2,1,1,1,1,2,2,33, , ,1, ,8,2,1, , , , ,12, , ,5, , ,8,2, ,4,4,2,1, , ,2,,,,S,2,27,5,2,5,2,2,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,1.17,4.5
207055,2,2,101215,1,1,5,C,2,31,,7, ,3, , , ,2,1,2,1,2,1, ,2,2, , ,0,1,1,2,3,2,3,2,2,1,3,1,1, ,1,1,1,2,1,1,1,1,1,1,2,1,3,3,2,3,2,3,1,1,3,3,1,1,2,1, , ,1, , , , , ,10,6,12,2,2,2,3,2,3,3,2,2,2,2,2,1,2,2, ,3,2,2,2,1,3,1,3,2, ,1,3,1, , , , , , , , , , ,2,1,1,1,2,2,2,2,1,1,1,1,2,2,38, , ,1, ,5,2,1, , , , ,1, ,2,2,3,2,3,3,1,3,4,2,2, , ,2,,,,R,2,31,1,1,3,2,3,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,1.99,7.653846153846153
207063,2,2,101215,1,1,5,C,3,28,,6,2, , , , ,2,1,2,1,1,4, , ,1,2,2, , , ,0,3,1,1,1,1,1,2,2, ,1,1,1,1,1,2,2,2,2,2,1,1,1,3,3,1, ,2,3,3,3,3,3, , , , , , , ,1,2, , , ,14,8,11, ,2,2,4,4,3, ,1,1,1,1,1,1,1,1,2, ,2, ,1,1,2,1,2,2,2,2,2,1, ,1,1,2,3,2, ,1,2,1, , , , , , , , , , , , , , ,27,1, , , ,3,2,2, , , , ,1, ,1,3, , ,1,2, ,2,4,2,1, , ,1,,,,R,3,28,1,2,4,2,1,2,2,2,1,2,2,2,1,1,1,1,0.41071215649162174,0.4,1.5384615384615385
207067,2,2,101215,1,1,5,E,1,23,,6, ,3, , , ,2,2,1,1,2,2,1,2,2, , ,0,1,1,2,3,2,2,1,2,1,2,1,1, ,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,3,2,1,1,1,1,1,1,1,3,1, , ,3, , , , , ,11,8,12,2,3,1,2,1,3,2,1,2,2,2,2,1,1,2, ,4,2,1,2,2,1,1,3,2, ,2,4,1, , , , , , , , , , ,1,1,2,2,1,1,1,1,1,1,2,1,1,1,34, , ,3, ,5,2,1, , , , ,10, , ,5,3,2,8,3,9,4,4,2,2, , ,2,,,,R,1,23,1,9,3,2,2,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,2.06,7.923076923076923
207072,2,2,101215,1,1,5,E,1,34,,6,3, , , , ,2,2,2,1,2,1, ,3,2, , ,2,0,0,0,3,2,2,1,2,1,3,1,1, ,1,2,2,2,1,1,1,2,1,1,2,2,3,1,1, ,3,3,1,3,3,1,1,2, , , , , ,1,3, , , ,18,18,18,1,2,3,2,2,3, ,1,1,1,1,1,1,1,1,3, ,2, ,1,1,1,1,2,1,1,2,2,1, ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , ,35, , ,1, ,6,2,2, , , , ,6, , ,2,2,1,7,3,1,2,5,2,2, , ,1,,,,S,1,34,5,1,3,3,3,2,2,2,2,2,2,2,2,2,1,1,0.683796174408227,0.88,3.3846153846153846
207084,2,2,101215,1,1,5,C,3,48,,6,2, , , , ,2,2,3,1,2,6, , ,1,1,2, , , ,0,3,2,4,3,5,2,3,1, ,2,2,1,3,3,2,2,2,2,2,2,1,3,3,2,1, , , ,3,3,3,3, , , , , , , , , , , ,2,18,16,18, ,4,4,3,1,4, ,2,2,2,2,2,2,2,2,3, ,2, ,1,3,1,2,4,4,1,5,4,4, ,1,1,1,2,1,2, , , , , , , , , , , , , , , , , ,22,1, , , ,4,2,2, , , , ,1, ,2,3, , ,9,3,9,3,3,2,2, , ,2,,,,U,3,48,5,9,3,1,1,2,2,2,1,3,3,2,1,1,0,1,1.534390825668926,2.72,9.846153846153847
207089,2,2,101215,1,1,5,C,3,47,,6, ,3, , , ,2,1,3,1,1,1, ,2,3, , ,0,1,2,2,3,2,1,1,3,2,2,1,1, ,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,3,2,3,3,3,1,3,3,1,2,1, , ,1, , , , , ,14,12,16,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2, ,1,2,2,1,2,1,2,4,3, ,1,2,1, , , , , , , , , , ,1,1,2,2,1,2,1,1,1,1,2,1,2,1,34, , , ,2,4,2,1, , , , ,13, ,1,3,3,1,7,1, ,3,4,3,1, , ,2,,,,U,3,47,2,1,2,1,2,1,1,1,2,3,3,3,2,3,0,1,1.534390825668926,1.01,3.8846153846153846
207099,2,2,101215,1,1,5,C,2,27,,6, ,3, , , ,2,2,2,1,1,1, ,3,2, , ,0,1,1,2,3,2,2,1,2,2,2,1,1, ,1,1,1,1,2,2,1,4,1,3,2,1,3,3,2,3,2,3,2,2,3,3,2,2,1,1, , ,1, , , , , ,11,9,12,1,1,2,3,2,2,3,1,1,2,1,1,1,1,1, ,2,1,1,1,2,2,3,2,1, ,2,4,1, , , , , , , , , , ,1,1,1,1,2,2,2,1,1,1,1,1,1,2,40, , ,1, ,6,2,1, , , , ,1, ,1,2,1,1,7,3,1,3,4,2,1, , ,1,,,,S,2,27,3,1,3,2,4,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.57,2.192307692307692
207110,2,2,101215,1,1,5,C,3,48,,6, ,3, , , ,2,2,1,1,2,1, ,2,2, , ,0,1,1,2,3,2,1,1,4,1,2,1,1, ,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,2,3,3,1,2,6, , , , , , , , ,13,10,13,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1, ,4,2,1,2,1,1,3,3,4, ,1,4,1, , , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,39, , ,1, ,4,2,1, , , , ,11,1,1,2,3,2,7,1, ,2,4,2,1, , ,2,,CHRISTIAN,,S,3,48,5,1,1,2,3,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,2.74,9.846153846153847
207130,2,2,101215,1,1,5,P,4,53,,6, ,2, , , ,2,2,2,1,2,2,2,3,1,8,2, , , ,0,3,1,2,1,2,1,3,1,1, ,1,3,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,2,3,1,1,2,1, , ,1, , , , , ,16,13,18,1,1,2,2,4,2,1,1,1,2,2,1,1,2,1, ,3,2,2,1,2,1,2,1,2, ,1,2,1, , , , , , , , , , ,1,1,1,2,2,1, ,2,1,1,2,1,1,1,26, ,2, , ,5,2,1, , , , ,11,1,1,3,1,1,5,3,9,1,3,2,1, , ,1,,BELEIVE IN HIGHER POWER,,U,4,53,3,9,3,1,1,1,1,1,1,2,2,2,2,1,1,1,0.683796174408227,1.11,4.269230769230769
207140,2,2,101215,1,1,5,P,4,6,,5,1, , , , ,2,3,2,1,2,6, , ,1,5,1, , , ,0,3,3,4,4,3,1,1,1, ,2,3,2,2,3,1,2,1,1,1,1,2,1,1,2,3, , , ,1,1,1,1, , , , , , , , , , , ,1,98,10,13, ,4,1,4,4,1, ,1,1,1,1,1,1,1,1,4, ,2, ,2,2,1,2,2,1,2,1,3,1, ,2,2,2,4,1,1,2,1,2, , , , , , , , , , , , , , ,34,3, , , ,4,2,1, , , , ,13, ,2,4, , ,1,4,2,1,2,1,2, , ,2,,,,S,4,6,4,2,9,1,2,1,1,1,2,3,3,1,1,1,0,1,1.534390825668926,2.4,9.23076923076923
207148,2,2,101215,1,1,5,P,4,53,,7, ,3, , , ,2,1,2,1,1,1, ,3,2, , ,0,1,1,2,3,1,1,1,1,1,3,2,1, ,1,3,2,1,1,2,1,3,1,1,2,1,3,3,2,3,2,3,2,2,3,3,3,1,1,1, , ,1, , , , , ,11,10,16,1,2,2,4,2,3,3,2,1,2,1,2,1,1,2, ,1,1,1,1,2,1,1,1,2, ,1,4,1, , , , , , , , , , ,1,1,2,2,1,1,2,2,1,1,2,1,1,1,44, , ,1, ,6,2,1, , , , ,12, , ,6,3,2,9,2, ,4,4,2,1, , ,1,,,,S,4,53,3,2,5,2,4,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.67,2.576923076923077
207159,2,2,101215,2,1,5,P,4,6,,8, , ,1, , ,2,1,3,1,2,1, ,2,3, , ,1,0,0,9,3,1,2,3,4,2,1,1,1, ,1,2,2,2,1,2,2,2,1,2,1,1,3,3,3, , , ,3,3,3,3,1,2, , , , , , , , , ,1,12,98,98,2,4,4,4,4,2, ,1,1,1,1,1,1,1,1,2, ,2, ,1,2,2,2,3,3,3,1,2,1, ,2,2,2,3,1,2,1,1,2, , , , , , , , , , , , , , ,25, , , ,1,3,1,7, , , ,3,2, ,2,4, , ,3,3,1,3,5,2,2, , ,2,,,,S,4,6,5,1,3,3,1,3,4,5,1,3,3,2,2,3,0,1,1.534390825668926,1.56,6
207190,2,2,101315,1,1,5,C,3,1,,7, ,1, , , ,2,2,3,1,1,1, ,3,1,15,1, , , ,0,1,1,2,1,3,1,2,2,1, ,1,3,3,3,1,1,1,1,1,2,2,1,3,2,1,3,3,2,3,2,3,2,3,2,3,5, , , , , , , , ,12,14,18,2,2,4,4,4,3,2,2,2,2,2,1,2,4,2, ,2,1,1,2,2,2,2,3,1, ,2,4,1, , , , , , , , , , ,1,1,2,2,2,1,2,1,1,1,1,2,1,2,53, ,1, , ,5,2,1, , , , ,1, ,2,5,1,1,7,1, ,2,3,2,1, , ,1,,,,U,3,1,3,1,1,1,6,1,1,1,3,2,2,2,2,1,1,1,0.683796174408227,0.62,2.3846153846153846
207215,2,2,101315,1,1,5,E,3,37,,5, ,1, , , ,2,1,2,1,1,1, ,3,1,16,1, , , ,0,1,2,2,1,3,2,3,9,1, ,1,3,1,1,2,2,2,3,2,2,1,1,1,3,1,3,4,3,3,2,2,3,3,1,2,1, , ,1, , , , , ,16,12,16,2,3,4,4,4,3,3,2,1,2,1,1,1,2,1, ,4,2,1,2,2,2,3,3,2, ,1,4,2, , , , , , , , , , ,1,1,2,2,1,1,2,1,1,1,2,1,2,2,45, ,1, , ,4,1,7, , , ,1,12, , ,4,3,1,7,2, ,1,5,4,1, , ,1,,,,R,3,37,2,2,4,1,5,3,3,5,2,2,2,3,2,1,1,1,0.683796174408227,0.82,3.1538461538461537
300002,1,3,100615,1,1,5,C,3,48,U,5, ,3, , ,1, ,1,1,1,2,1, ,2,2, , ,0,2,0,2,2,4,3,1,4,1,3,1,1, ,1,1,1,3,1,1,1,1,1,4,3,3,1,1,2,3,3,3,1,1,1,1,1,3,1,1, , ,1, , , , , ,13,13,14,3,3,1,3,3,3,3,1,2,1,1,1,1,1,2, ,2,2,1,2,2,2,1,9,1, ,2,3,1, , , , , , , , , , ,1,1,1,2,1,1, ,1,1,1,1,1,1,1,55, , ,1, ,5,2,1, , , , ,1, ,1,1, , ,3,3,9,2,4,2,1,1, , ,,,,U,3,48,1,9,3,2,6,1,1,1,3,2,2,2,2,2,1,1,0.9127099161053119,0.73,2.8076923076923075
300003,1,3,91515,1,1,2,C,2,27,R,1, ,3, , ,2, ,2,2,1,2,1, ,3,3, , ,0,0,3,2,2,2,2,2,2,2,3,2,1, ,1,1,1,2,2,2,2,2,2,3,2,2,3,3,1,2,3,3,1,1,1,1,1,2,2,99, , , , , , , , ,11,97,12,1,1,2,4,4,2,3,2,2,1,2,1,2,2,2, ,2,2,1,3,9,3,2,1,2, ,2,5,1, , , , , , , , , , ,2,1,1,2,1,2,2,2,2,1,2,1,1,2,52, , , ,3,4,2,1, , , , ,1, ,1,1,3,3,2,3,1,2,5,2,1,1, , ,,,,R,2,27,1,1,3,3,6,1,1,1,3,2,2,2,2,3,1,1,0.817994736132119,0.37,1.423076923076923
300005,1,3,91515,1,1,2,C,2,27,S,1, ,2, , ,2, ,1,2,1,2,1, ,3,1,8,2, , , ,0,2,1,2,2,1,2,3,2,1, ,1,1,2,1,1,1,1,1,1,2,2,2,3,2,1,3,3,3,3,3,3,3,3,1,2,1, , , , , , , , ,10,7,18,1,1,1,4,2,3,3,1,1,1,1,1,1,1,1, ,2,2,1,1,1,1,1,4,1, ,1,4,1, , , , , , , , , , ,2,1,2,1,2,1, ,2,1,1,2,1,1,1,40, ,1, , ,3,2,9, , , , ,10, , ,6,2,2,7,2, ,3,3,2,1,1, , ,,,,S,2,27,3,2,4,1,4,9,9,9,2,2,2,2,2,1,1,1,1.5402573453158284,2.02,7.769230769230769
300006,1,3,91515,1,1,2,E,3,51,R,1, ,1, , ,1, ,2,3,1,2,1, ,3,1,17,1, , , ,0,2,2,1,1,2,2,3,1,1, ,2,3,3,2,1,1,1,3,1,3,1,1,1,1,2,3,3,3,1,1,3,3,3,5,2,1, , , , , , , , ,13,9,13,1,2,4,4,2,2,2,2,2,2,2,1,1,2,2, ,4,1,2,2,2,1,4,4,2, ,1,2,1, , , , , , , , , , ,1,1,1,1,1,1,1,2,1,1,2,1,1,1,45, ,1, , ,6,2,1, , , , ,1, ,2,3, , ,8,1, ,2,3,2,1,1, , ,,,,R,3,51,1,1,1,1,5,1,1,1,2,2,2,2,2,1,1,1,0.5915102469894638,0.48,1.846153846153846
300011,1,3,100515,1,1,5,M,4,49,S,8, ,3, , ,1, ,2,2,1,2,1, ,2,3, , ,0,1,2,2,3,2,2,3,3,1,2,2,1, ,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3, , ,1,3,3,3,3,1,2,1, , ,1, , , , , ,9,6,15,1,2,2,3,3,2,2,2,2,2,2,2,1,1,1, ,3,1,1,2,2,1,1,2,1, ,1,4,1, , , , , , , , , , ,1,2,1,1,2,1,1, ,1,2,1,1,2,2,48, , , ,1,4,2,1, , , , ,3, ,2,2, , ,6,1, ,2,5,2,1,1, , ,,,,S,4,49,2,1,1,3,5,1,1,1,2,2,2,2,2,3,1,1,1.197423148353798,1.09,4.1923076923076925
300012,1,3,91515,1,1,2,M,4,8,S,1,2, , , ,2, ,1,2,1,2,2,2,3,1,3,2, , , ,0,3,1,2,1,2,1,3,2,1, ,1,2,3,1,1,1,1,1,1,1,1,1,3,3,2, ,3,3,3,1,3,3,3,2, , , , , ,2, , , , ,14,6,12,1,1,3,3,2,2, ,2,1,2,2,2,2,2,1,1, ,2, ,1,3,1,2,4,2,1,1,2,1, ,1,1,2,2,1,2,1,1,2, , , , , , , , , , , , , , ,31, ,1, , ,3,2,1, , , , ,2, ,2,5,1,3,7,3,9,3,5,4,3,1, , ,,,,S,4,8,3,9,3,1,2,1,1,1,2,2,2,3,2,1,1,1,1.3776753450646217,1.62,6.230769230769231
300015,1,3,92815,1,1,4,E,1,9,S,2, , ,1,4,2, ,1,2,1,2,1, ,2,5, , ,1,2,2,2,2,2,2,2,1,1,3,2,1, ,1,2,1,2,1,1,1,1,1,4,2,1,3,3,2,3,3,3,1,1,3,2,1,1,1,1, , ,1,1, , , , ,12,8,14,2,2,3,2,3,4,3,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,4,3,3,3,3,3,2, , , , , , , , , ,1,1,1,2,2,1,2,2,1,1,2,2,1,1,52, , , ,1,6,2,1, , , , ,1, ,1,2,2,2,6,1, ,1,9,6,1,1, , ,,,,S,1,9,3,1,1,99,6,1,1,1,3,2,2,3,2,3,1,1,0.7832750953794824,0.25,1
300021,1,3,91515,1,1,2,C,2,55,S,1, ,3, , ,2, ,1,3,1,1,1, ,2,3, , ,0,1,2,2,3,2,3,1,1,1,2,2,2, ,4,2,3,1,2,3,2,3,1,4,2,1,3,3,1,2,4,3,2,3,2,3,1,1,2,5, , , , , , , , ,10,5,98,1,2,3,4,4,2,3,2,2,2,2,2,2,1,2, ,1,1,1,3,2,2,2,4,2, ,2,3,1, , , , , , , , , , ,1,1,1,1,2,1,2,2,1,1,1,1,1,2,48, , , ,1,6,2,1, , , , ,1, ,2,1,2,1,5,3,1,2,5,2,1,1, , ,,,,S,2,55,3,1,3,3,5,1,1,1,2,2,2,2,2,3,1,1,1.3489737753757753,0.64,2.4615384615384617
300022,1,3,91815,1,1,4,C,2,20,S,2, , ,1,4,1, ,4,3,1,1,1, ,2,3, , ,1,1,1,2,1,4,4,3,3,4,2,1,1, ,1,3,3,3,1,1,2,1,1,2,2,4,1,4,2,1, , ,3,3,1,7,1,3,4,1, , ,1, , , , ,2,15,5,5,4,4,4,4,4,1,2,1,1,1,1,1,1,1,1,4,4,1,2,1,2,2,4,3,1,4,2,4,1,2, , , , , , , , , ,2,2,2,2,2,2,2, ,1,1,1,2,2,2,71, , , ,3,6,2,1, , , , ,12, , ,6, , ,3,3,9,2,8,4,2,1, , ,,,,S,2,20,1,9,3,4,6,1,1,1,4,2,2,3,2,3,1,1,0.38268759585128376,0.11,1
300024,1,3,91515,1,1,2,P,4,53,R,1, ,3, , ,1, ,1,3,1,1,1, ,3,2, , ,0,0,2,2,1,1,1,5,1,2,3,2,1, ,1,1,1,2,2,2,2,2,1,1,1,2,4,4,2,3, , ,1,3,3,1,3,1,2,5, , , , , , , , ,12,10,12,4,4,4,4,4,3,3,2,2,2,2,1,2,2,2, ,2,1,2,1,1,1,1,1,3, ,4,4,4, , , , , , , , , , ,2,1,1,2,2,1,1,2,1,1,2,1,2,2,66, , ,1, ,4,1,7, , , ,1,2, ,1,2, , ,6,2, ,2,4,2,1,1, , ,,,,R,4,53,1,2,4,2,6,3,3,5,4,2,2,2,2,2,1,1,0.25831412719961655,0.22,1
